vma,size,isa,evidence,name
0x0804374C,0x33C,thumb,rom-pointer,sub_0804374c
0x08043A88,0xF8,thumb,rom-pointer,sub_08043a88
0x08043B80,0x2A8,thumb,rom-pointer,sub_08043b80
0x08043E28,0x180,thumb,rom-pointer,sub_08043e28
0x08043FA8,0x224,thumb,rom-pointer,sub_08043fa8
0x080441CC,0xBC,thumb,rom-pointer,sub_080441cc
0x08044288,0x1E8,thumb,rom-pointer,sub_08044288
0x08044470,0x1BC,thumb,rom-pointer,sub_08044470
0x0804462C,0x1D4,thumb,rom-pointer,sub_0804462c
0x08044800,0x78,thumb,rom-pointer,sub_08044800
0x08044878,0x150,thumb,rom-pointer,sub_08044878
0x080449C8,0xAA,thumb,rom-pointer,sub_080449c8
0x08044A72,0x122,thumb,bl-target,sub_08044a72
0x08044B94,0xE8,thumb,rom-pointer,sub_08044b94
0x08044C7C,0x88,thumb,rom-pointer,sub_08044c7c
0x08044D04,0x694,thumb,rom-pointer,sub_08044d04
0x08045398,0x230,thumb,rom-pointer,sub_08045398
0x080455C8,0x488,thumb,rom-pointer,sub_080455c8
0x08045A50,0x1F0,thumb,rom-pointer,sub_08045a50
0x08045C40,0xD8,thumb,rom-pointer,sub_08045c40
0x08045D18,0x1C,thumb,rom-pointer,sub_08045d18
0x08045D34,0x5BC,thumb,rom-pointer,sub_08045d34
0x080462F0,0x40,thumb,rom-pointer,sub_080462f0
0x08046330,0x43C,thumb,rom-pointer,sub_08046330
0x0804676C,0x494,thumb,rom-pointer,sub_0804676c
0x08046C00,0x670,thumb,rom-pointer,sub_08046c00
0x08047270,0x278,thumb,rom-pointer,sub_08047270
0x080474E8,0x2E4,thumb,rom-pointer,sub_080474e8
0x080477CC,0x78,thumb,rom-pointer,sub_080477cc
0x08047844,0x394,thumb,rom-pointer,sub_08047844
0x08047BD8,0x58,thumb,rom-pointer,sub_08047bd8
0x08047C30,0x244,thumb,rom-pointer,sub_08047c30
0x08047E74,0x174,thumb,rom-pointer,sub_08047e74
0x08047FE8,0x1000,thumb,rom-pointer,sub_08047fe8
0x080491EC,0x1E6,thumb,rom-pointer,sub_080491ec
0x080493D2,0xB2,thumb,bl-target,sub_080493d2
0x08049484,0x2B4,thumb,rom-pointer,sub_08049484
0x08049738,0x320,thumb,bl-target,sub_08049738
0x08049A58,0xF0,thumb,bl-target,sub_08049a58
0x08049B48,0x1D4,thumb,rom-pointer,sub_08049b48
0x08049D1C,0x78,thumb,rom-pointer,sub_08049d1c
0x08049D94,0x148,thumb,rom-pointer,sub_08049d94
0x08049EDC,0xBC,thumb,rom-pointer,sub_08049edc
0x08049F98,0x2C0,thumb,rom-pointer,sub_08049f98
0x0804A258,0x2F4,thumb,rom-pointer,sub_0804a258
0x0804A54C,0x154,thumb,rom-pointer,sub_0804a54c
0x0804A6A0,0x1C,thumb,rom-pointer,sub_0804a6a0
0x0804A6BC,0x2B4,thumb,rom-pointer,sub_0804a6bc
0x0804A970,0x200,thumb,rom-pointer,sub_0804a970
0x0804AB70,0x238,thumb,rom-pointer,sub_0804ab70
0x0804ADA8,0x1AC,thumb,rom-pointer,sub_0804ada8
0x0804AF54,0x520,thumb,rom-pointer,sub_0804af54
0x0804B474,0x140,thumb,rom-pointer,sub_0804b474
0x0804B5B4,0x264,thumb,rom-pointer,sub_0804b5b4
0x0804B818,0x40,thumb,rom-pointer,sub_0804b818
0x0804B858,0x48,thumb,rom-pointer,sub_0804b858
0x0804B8A0,0xC0C,thumb,bl-target,sub_0804b8a0
0x0804C4AC,0x1A0,thumb,rom-pointer,sub_0804c4ac
0x0804C64C,0x438,thumb,rom-pointer,sub_0804c64c
0x0804CA84,0x1F8,thumb,rom-pointer,sub_0804ca84
0x0804CC7C,0xA4A,thumb,rom-pointer,sub_0804cc7c
0x0804D6C6,0xA,thumb,bl-target,sub_0804d6c6
0x0804D6D0,0x538,thumb,rom-pointer,sub_0804d6d0
0x0804DC08,0x2F8,thumb,rom-pointer,sub_0804dc08
0x0804DF00,0x1E0,thumb,rom-pointer,sub_0804df00
0x0804E0E0,0x2C0,thumb,rom-pointer,sub_0804e0e0
0x0804E3A0,0x204,thumb,rom-pointer,sub_0804e3a0
0x0804E5A4,0x5C,thumb,rom-pointer,sub_0804e5a4
0x0804E600,0x40,thumb,rom-pointer,sub_0804e600
0x0804E640,0x14C,thumb,rom-pointer,sub_0804e640
0x0804E78C,0x168,thumb,rom-pointer,sub_0804e78c
0x0804E8F4,0x88,thumb,rom-pointer,sub_0804e8f4
0x0804E97C,0x100,thumb,rom-pointer,sub_0804e97c
0x0804EA7C,0xAC,thumb,rom-pointer,sub_0804ea7c
0x0804EB28,0x38,thumb,rom-pointer,sub_0804eb28
0x0804EB60,0x144,thumb,rom-pointer,sub_0804eb60
0x0804ECA4,0x48,thumb,rom-pointer,sub_0804eca4
0x0804ECEC,0x11C,thumb,rom-pointer,sub_0804ecec
0x0804EE08,0xF8,thumb,rom-pointer,sub_0804ee08
0x0804EF00,0xEC,thumb,rom-pointer,sub_0804ef00
0x0804EFEC,0x138,thumb,rom-pointer,sub_0804efec
0x0804F124,0x108,thumb,rom-pointer,sub_0804f124
0x0804F22C,0x2C,thumb,rom-pointer,sub_0804f22c
0x0804F258,0xB4,thumb,rom-pointer,sub_0804f258
0x0804F30C,0xD8,thumb,rom-pointer,sub_0804f30c
0x0804F3E4,0x6C,thumb,rom-pointer,sub_0804f3e4
0x0804F450,0x1C4,thumb,rom-pointer,sub_0804f450
0x0804F614,0xE6,thumb,bl-target,sub_0804f614
0x0804F6FA,0x72,thumb,rom-pointer,sub_0804f6fa
0x0804F76C,0x30,thumb,bl-target,sub_0804f76c
0x0804F79C,0x5C,thumb,bl-target,sub_0804f79c
0x0804F7F8,0xF4,thumb,bl-target,sub_0804f7f8
0x0804F8EC,0x5C,thumb,bl-target+rom-pointer,sub_0804f8ec
0x0804F948,0x168,thumb,rom-pointer,sub_0804f948
0x0804FAB0,0xF4,thumb,rom-pointer,sub_0804fab0
0x0804FBA4,0xF4,thumb,rom-pointer,sub_0804fba4
0x0804FC98,0x1D0,thumb,rom-pointer,sub_0804fc98
0x0804FE68,0x80,thumb,bl-target+rom-pointer,sub_0804fe68
0x0804FEE8,0x34,thumb,rom-pointer,sub_0804fee8
0x0804FF1C,0xC0,thumb,rom-pointer,sub_0804ff1c
0x0804FFDC,0x314,thumb,rom-pointer,sub_0804ffdc
0x080502F0,0x50,thumb,rom-pointer,sub_080502f0
0x08050340,0x1C,thumb,rom-pointer,sub_08050340
0x0805035C,0xBC,thumb,rom-pointer,sub_0805035c
0x08050418,0xBC,thumb,rom-pointer,sub_08050418
0x080504D4,0x34,thumb,rom-pointer,sub_080504d4
0x08050508,0x128,thumb,rom-pointer,sub_08050508
0x08050630,0x34,thumb,rom-pointer,sub_08050630
0x08050664,0x78,thumb,bl-target,sub_08050664
0x080506DC,0xE0,thumb,bl-target,sub_080506dc
0x080507BC,0x58,thumb,rom-pointer,sub_080507bc
0x08050814,0x108,thumb,rom-pointer,sub_08050814
0x0805091C,0xD0,thumb,rom-pointer,sub_0805091c
0x080509EC,0x25C,thumb,rom-pointer,sub_080509ec
0x08050C48,0xB8,thumb,rom-pointer,sub_08050c48
0x08050D00,0x184,thumb,rom-pointer,sub_08050d00
0x08050E84,0xFC,thumb,rom-pointer,sub_08050e84
0x08050F80,0x88,thumb,rom-pointer,sub_08050f80
0x08051008,0x11C,thumb,rom-pointer,sub_08051008
0x08051124,0x1D4,thumb,rom-pointer,sub_08051124
0x080512F8,0xDC,thumb,rom-pointer,sub_080512f8
0x080513D4,0x124,thumb,rom-pointer,sub_080513d4
0x080514F8,0x274,thumb,rom-pointer,sub_080514f8
0x0805176C,0xB0,thumb,rom-pointer,sub_0805176c
0x0805181C,0x2F0,thumb,rom-pointer,sub_0805181c
0x08051B0C,0x110,thumb,rom-pointer,sub_08051b0c
0x08051C1C,0x168,thumb,rom-pointer,sub_08051c1c
0x08051D84,0x1C8,thumb,rom-pointer,sub_08051d84
0x08051F4C,0x190,thumb,rom-pointer,sub_08051f4c
0x080520DC,0x2C0,thumb,rom-pointer,sub_080520dc
0x0805239C,0x2F0,thumb,rom-pointer,sub_0805239c
0x0805268C,0x118,thumb,rom-pointer,sub_0805268c
0x080527A4,0x364,thumb,rom-pointer,sub_080527a4
0x08052B08,0x80,thumb,rom-pointer,sub_08052b08
0x08052B88,0x3E4,thumb,rom-pointer,sub_08052b88
0x08052F6C,0x414,thumb,rom-pointer,sub_08052f6c
0x08053380,0x150,thumb,rom-pointer,sub_08053380
0x080534D0,0xE0,thumb,rom-pointer,sub_080534d0
0x080535B0,0x12C,thumb,rom-pointer,sub_080535b0
0x080536DC,0x100,thumb,rom-pointer,sub_080536dc
0x080537DC,0xF0,thumb,rom-pointer,sub_080537dc
0x080538CC,0x74,thumb,rom-pointer,sub_080538cc
0x08053940,0x104,thumb,bl-target,sub_08053940
0x08053A44,0xB0,thumb,bl-target,sub_08053a44
0x08053AF4,0x4C,thumb,rom-pointer,sub_08053af4
0x08053B40,0xA0,thumb,rom-pointer,sub_08053b40
0x08053BE0,0x3C,thumb,rom-pointer,sub_08053be0
0x08053C1C,0x2C,thumb,rom-pointer,sub_08053c1c
0x08053C48,0xC0,thumb,rom-pointer,sub_08053c48
0x08053D08,0xB0,thumb,rom-pointer,sub_08053d08
0x08053DB8,0x7C,thumb,rom-pointer,sub_08053db8
0x08053E34,0x4,thumb,rom-pointer,sub_08053e34
0x08053E38,0x138,thumb,rom-pointer,sub_08053e38
0x08053F70,0x160,thumb,rom-pointer,sub_08053f70
0x080540D0,0x1C8,thumb,rom-pointer,sub_080540d0
0x08054298,0x98,thumb,rom-pointer,sub_08054298
0x08054330,0x208,thumb,rom-pointer,sub_08054330
0x08054538,0x300,thumb,rom-pointer,sub_08054538
0x08054838,0x24,thumb,rom-pointer,sub_08054838
0x0805485C,0x94,thumb,rom-pointer,sub_0805485c
0x080548F0,0xB4,thumb,rom-pointer,sub_080548f0
0x080549A4,0xA0,thumb,rom-pointer,sub_080549a4
0x08054A44,0x3C,thumb,rom-pointer,sub_08054a44
0x08054A80,0x118,thumb,rom-pointer,sub_08054a80
0x08054B98,0x1FC,thumb,rom-pointer,sub_08054b98
0x08054D94,0x54,thumb,rom-pointer,sub_08054d94
0x08054DE8,0x1FC,thumb,rom-pointer,sub_08054de8
0x08054FE4,0x318,thumb,rom-pointer,sub_08054fe4
0x080552FC,0xD8,thumb,rom-pointer,sub_080552fc
0x080553D4,0x8C,thumb,rom-pointer,sub_080553d4
0x08055460,0xC0,thumb,rom-pointer,sub_08055460
0x08055520,0x17C,thumb,rom-pointer,sub_08055520
0x0805569C,0xB0,thumb,rom-pointer,sub_0805569c
0x0805574C,0x88,thumb,rom-pointer,sub_0805574c
0x080557D4,0xA8,thumb,rom-pointer,sub_080557d4
0x0805587C,0x1C4,thumb,rom-pointer,sub_0805587c
0x08055A40,0x7C,thumb,rom-pointer,sub_08055a40
0x08055ABC,0x68,thumb,rom-pointer,sub_08055abc
0x08055B24,0x250,thumb,rom-pointer,sub_08055b24
0x08055D74,0x3C6,thumb,rom-pointer,sub_08055d74
0x0805613A,0x12,thumb,bl-target,sub_0805613a
0x0805614C,0x1D4,thumb,rom-pointer,sub_0805614c
0x08056320,0x128,thumb,rom-pointer,sub_08056320
0x08056448,0x64,thumb,rom-pointer,sub_08056448
0x080564AC,0x2C4,thumb,rom-pointer,sub_080564ac
0x08056770,0x664,thumb,rom-pointer,sub_08056770
0x08056DD4,0x2A8,thumb,rom-pointer,sub_08056dd4
0x0805707C,0x90,thumb,rom-pointer,sub_0805707c
0x0805710C,0x1EA,thumb,rom-pointer,sub_0805710c
0x080572F6,0xAE,thumb,bl-target,sub_080572f6
0x080573A4,0x8C,thumb,rom-pointer,sub_080573a4
0x08057430,0x64,thumb,rom-pointer,sub_08057430
0x08057494,0x122,thumb,rom-pointer,sub_08057494
0x080575B6,0x45A,thumb,bl-target,sub_080575b6
0x08057A10,0x38,thumb,rom-pointer,sub_08057a10
0x08057A48,0x8C,thumb,rom-pointer,sub_08057a48
0x08057AD4,0x172,thumb,rom-pointer,sub_08057ad4
0x08057C46,0x52,thumb,bl-target,sub_08057c46
0x08057C98,0x48,thumb,rom-pointer,sub_08057c98
0x08057CE0,0x1B0,thumb,rom-pointer,sub_08057ce0
0x08057E90,0x100,thumb,rom-pointer,sub_08057e90
0x08057F90,0x480,thumb,rom-pointer,sub_08057f90
0x08058410,0x50,thumb,rom-pointer,sub_08058410
0x08058460,0x29C,thumb,rom-pointer,sub_08058460
0x080586FC,0x24,thumb,rom-pointer,sub_080586fc
0x08058720,0xF0,thumb,rom-pointer,sub_08058720
0x08058810,0x670,thumb,rom-pointer,sub_08058810
0x08058E80,0xE,thumb,rom-pointer,sub_08058e80
0x08058E8E,0x82,thumb,bl-target,sub_08058e8e
0x08058F10,0x7E,thumb,rom-pointer,sub_08058f10
0x08058F8E,0x552,thumb,bl-target,sub_08058f8e
0x080594E0,0x90,thumb,rom-pointer,sub_080594e0
0x08059570,0x29E,thumb,rom-pointer,sub_08059570
0x0805980E,0x29E,thumb,bl-target,sub_0805980e
0x08059AAC,0x6C,thumb,rom-pointer,sub_08059aac
0x08059B18,0x110,thumb,rom-pointer,sub_08059b18
0x08059C28,0x154,thumb,rom-pointer,sub_08059c28
0x08059D7C,0x5A4,thumb,rom-pointer,sub_08059d7c
0x0805A320,0x38,thumb,rom-pointer,sub_0805a320
0x0805A358,0xE,thumb,rom-pointer,sub_0805a358
0x0805A366,0x1A2,thumb,bl-target,sub_0805a366
0x0805A508,0x24,thumb,rom-pointer,sub_0805a508
0x0805A52C,0x5D8,thumb,rom-pointer,sub_0805a52c
0x0805AB04,0x14C,thumb,rom-pointer,sub_0805ab04
0x0805AC50,0x9C,thumb,rom-pointer,sub_0805ac50
0x0805ACEC,0x114,thumb,rom-pointer,sub_0805acec
0x0805AE00,0x94,thumb,rom-pointer,sub_0805ae00
0x0805AE94,0xB0,thumb,rom-pointer,sub_0805ae94
0x0805AF44,0x3C,thumb,rom-pointer,sub_0805af44
0x0805AF80,0x2C,thumb,rom-pointer,sub_0805af80
0x0805AFAC,0xDC,thumb,bl-target,sub_0805afac
0x0805B088,0x88,thumb,bl-target,sub_0805b088
0x0805B110,0x5C,thumb,bl-target,sub_0805b110
0x0805B16C,0x10C,thumb,bl-target,sub_0805b16c
0x0805B278,0xDC,thumb,bl-target,sub_0805b278
0x0805B354,0x1C,thumb,rom-pointer,sub_0805b354
0x0805B370,0x14C,thumb,bl-target,sub_0805b370
0x0805B4BC,0x1C,thumb,rom-pointer,sub_0805b4bc
0x0805B4D8,0x30,thumb,rom-pointer,sub_0805b4d8
0x0805B508,0xC,thumb,rom-pointer,sub_0805b508
0x0805B514,0x20,thumb,bl-target+rom-pointer,sub_0805b514
0x0805B534,0x7C,thumb,rom-pointer,sub_0805b534
0x0805B5B0,0x6C,thumb,bl-target,sub_0805b5b0
0x0805B61C,0x28,thumb,bl-target,sub_0805b61c
0x0805B644,0x1C,thumb,rom-pointer,sub_0805b644
0x0805B660,0x10,thumb,rom-pointer,sub_0805b660
0x0805B670,0x18,thumb,bl-target+rom-pointer,sub_0805b670
0x0805B688,0x38,thumb,rom-pointer,sub_0805b688
0x0805B6C0,0xC8,thumb,rom-pointer,sub_0805b6c0
0x0805B788,0xB4,thumb,rom-pointer,sub_0805b788
0x0805B83C,0x7C,thumb,bl-target,sub_0805b83c
0x0805B8B8,0x40,thumb,bl-target,sub_0805b8b8
0x0805B8F8,0xA0,thumb,bl-target+rom-pointer,sub_0805b8f8
0x0805B998,0xC,thumb,rom-pointer,sub_0805b998
0x0805B9A4,0x1C,thumb,bl-target+rom-pointer,sub_0805b9a4
0x0805B9C0,0x48,thumb,rom-pointer,sub_0805b9c0
0x0805BA08,0x17C,thumb,bl-target+rom-pointer,sub_0805ba08
0x0805BB84,0xC,thumb,rom-pointer,sub_0805bb84
0x0805BB90,0x8C,thumb,rom-pointer,sub_0805bb90
0x0805BC1C,0x34,thumb,bl-target+rom-pointer,sub_0805bc1c
0x0805BC50,0xC,thumb,rom-pointer,sub_0805bc50
0x0805BC5C,0x48,thumb,rom-pointer,sub_0805bc5c
0x0805BCA4,0x3C,thumb,bl-target,sub_0805bca4
0x0805BCE0,0x48,thumb,bl-target+rom-pointer,sub_0805bce0
0x0805BD28,0xC,thumb,rom-pointer,sub_0805bd28
0x0805BD34,0x108,thumb,bl-target+rom-pointer,sub_0805bd34
0x0805BE3C,0xC,thumb,rom-pointer,sub_0805be3c
0x0805BE48,0x68,thumb,bl-target,sub_0805be48
0x0805BEB0,0x1F8,thumb,rom-pointer,sub_0805beb0
0x0805C0A8,0x6C,thumb,rom-pointer,sub_0805c0a8
0x0805C114,0x3C,thumb,rom-pointer,sub_0805c114
0x0805C150,0xB4,thumb,rom-pointer,sub_0805c150
0x0805C204,0x20C,thumb,rom-pointer,sub_0805c204
0x0805C410,0x174,thumb,rom-pointer,sub_0805c410
0x0805C584,0x78,thumb,bl-target,sub_0805c584
0x0805C5FC,0x218,thumb,rom-pointer,sub_0805c5fc
0x0805C814,0x17C,thumb,bl-target+rom-pointer,sub_0805c814
0x0805C990,0x1A0,thumb,rom-pointer,sub_0805c990
0x0805CB30,0xBC,thumb,rom-pointer,sub_0805cb30
0x0805CBEC,0x68,thumb,rom-pointer,sub_0805cbec
0x0805CC54,0x4C,thumb,rom-pointer,sub_0805cc54
0x0805CCA0,0x24C,thumb,rom-pointer,sub_0805cca0
0x0805CEEC,0x50,thumb,rom-pointer,sub_0805ceec
0x0805CF3C,0x4E4,thumb,rom-pointer,sub_0805cf3c
0x0805D420,0x144,thumb,rom-pointer,sub_0805d420
0x0805D564,0x98,thumb,rom-pointer,sub_0805d564
0x0805D5FC,0x6C,thumb,rom-pointer,sub_0805d5fc
0x0805D668,0x23C,thumb,rom-pointer,sub_0805d668
0x0805D8A4,0x20,thumb,bl-target,sub_0805d8a4
0x0805D8C4,0x30,thumb,bl-target,sub_0805d8c4
0x0805D8F4,0x24,thumb,bl-target,sub_0805d8f4
0x0805D918,0x7C,thumb,bl-target,sub_0805d918
0x0805D994,0x98,thumb,bl-target,sub_0805d994
0x0805DA2C,0x174,thumb,rom-pointer,sub_0805da2c
0x0805DBA0,0x78,thumb,rom-pointer,sub_0805dba0
0x0805DC18,0x134,thumb,rom-pointer,sub_0805dc18
0x0805DD4C,0x3C,thumb,rom-pointer,sub_0805dd4c
0x0805DD88,0x28,thumb,rom-pointer,sub_0805dd88
0x0805DDB0,0xFC,thumb,bl-target,sub_0805ddb0
0x0805DEAC,0xF0,thumb,bl-target,sub_0805deac
0x0805DF9C,0x4C,thumb,bl-target,sub_0805df9c
0x0805DFE8,0x50,thumb,rom-pointer,sub_0805dfe8
0x0805E038,0xD8,thumb,bl-target,sub_0805e038
0x0805E110,0x4C,thumb,bl-target,sub_0805e110
0x0805E15C,0x60,thumb,bl-target+rom-pointer,sub_0805e15c
0x0805E1BC,0x90,thumb,bl-target,sub_0805e1bc
0x0805E24C,0x88,thumb,bl-target,sub_0805e24c
0x0805E2D4,0x4E0,thumb,rom-pointer,sub_0805e2d4
0x0805E7B4,0x378,thumb,rom-pointer,sub_0805e7b4
0x0805EB2C,0x364,thumb,rom-pointer,sub_0805eb2c
0x0805EE90,0x32C,thumb,rom-pointer,sub_0805ee90
0x0805F1BC,0x5BC,thumb,rom-pointer,sub_0805f1bc
0x0805F778,0x410,thumb,rom-pointer,sub_0805f778
0x0805FB88,0x780,thumb,rom-pointer,sub_0805fb88
0x08060308,0x924,thumb,rom-pointer,sub_08060308
0x08060C2C,0x7B8,thumb,rom-pointer,sub_08060c2c
0x080613E4,0x8C8,thumb,rom-pointer,sub_080613e4
0x08061CAC,0x8D8,thumb,rom-pointer,sub_08061cac
0x08062584,0xA04,thumb,rom-pointer,sub_08062584
0x08062F88,0x710,thumb,rom-pointer,sub_08062f88
0x08063698,0x4C,thumb,bl-target,sub_08063698
0x080636E4,0x20,thumb,bl-target,sub_080636e4
0x08063704,0xA8,thumb,bl-target,sub_08063704
0x080637AC,0x20,thumb,bl-target,sub_080637ac
0x080637CC,0x18,thumb,bl-target,sub_080637cc
0x080637E4,0x124,thumb,bl-target,sub_080637e4
0x08063908,0x14,thumb,bl-target,sub_08063908
0x0806391C,0x40,thumb,bl-target,sub_0806391c
0x0806395C,0x18,thumb,bl-target,sub_0806395c
0x08063974,0x1C,thumb,bl-target,sub_08063974
0x08063990,0x14,thumb,bl-target,sub_08063990
0x080639A4,0x10,thumb,bl-target,sub_080639a4
0x080639B4,0x14,thumb,bl-target,sub_080639b4
0x080639C8,0x18,thumb,bl-target,sub_080639c8
0x080639E0,0x10,thumb,bl-target,sub_080639e0
0x080639F0,0x10,thumb,bl-target,sub_080639f0
0x08063A00,0x14,thumb,bl-target,sub_08063a00
0x08063A14,0x18,thumb,bl-target,sub_08063a14
0x08063A2C,0x70,thumb,bl-target,sub_08063a2c
0x08063A9C,0x9C,thumb,bl-target,sub_08063a9c
0x08063B38,0x9C,thumb,bl-target,sub_08063b38
0x08063BD4,0x20,thumb,bl-target,sub_08063bd4
0x08063BF4,0x6C,thumb,bl-target,sub_08063bf4
0x08063C60,0x14,thumb,bl-target,sub_08063c60
0x08063C74,0x20,thumb,bl-target,sub_08063c74
0x08063C94,0x28,thumb,bl-target,sub_08063c94
0x08063CBC,0x14,thumb,bl-target,sub_08063cbc
0x08063CD0,0x20,thumb,bl-target,sub_08063cd0
0x08063CF0,0x28,thumb,bl-target,sub_08063cf0
0x08063D18,0x14,thumb,bl-target,sub_08063d18
0x08063D2C,0x20,thumb,bl-target,sub_08063d2c
0x08063D4C,0x30,thumb,bl-target,sub_08063d4c
0x08063D7C,0x30,thumb,bl-target,sub_08063d7c
0x08063DAC,0x30,thumb,bl-target,sub_08063dac
0x08063DDC,0x18,thumb,bl-target,sub_08063ddc
0x08063DF4,0xA,thumb,bl-target,sub_08063df4
0x08063DFE,0x16,thumb,bl-target,sub_08063dfe
0x08063E14,0x18,thumb,bl-target,sub_08063e14
0x08063E2C,0x84,thumb,bl-target,sub_08063e2c
0x08063EB0,0x50,thumb,bl-target,sub_08063eb0
0x08063F00,0x24,thumb,bl-target,sub_08063f00
0x08063F24,0xBC,thumb,bl-target,sub_08063f24
0x08063FE0,0x14,thumb,bl-target,sub_08063fe0
0x08063FF4,0x44,thumb,bl-target,sub_08063ff4
0x08064038,0x34,thumb,bl-target,sub_08064038
0x0806406C,0x3C,thumb,bl-target,sub_0806406c
0x080640A8,0x20,thumb,bl-target,sub_080640a8
0x080640C8,0x14,thumb,bl-target,sub_080640c8
0x080640DC,0x20,thumb,bl-target,sub_080640dc
0x080640FC,0x60,thumb,bl-target,sub_080640fc
0x0806415C,0x2C,thumb,bl-target,sub_0806415c
0x08064188,0x94,thumb,bl-target,sub_08064188
0x0806421C,0x40,thumb,bl-target,sub_0806421c
0x0806425C,0x54,thumb,bl-target,sub_0806425c
0x080642B0,0x4C,thumb,bl-target,sub_080642b0
0x080642FC,0x18,thumb,bl-target,sub_080642fc
0x08064314,0x28,thumb,bl-target,sub_08064314
0x0806433C,0x1C,thumb,bl-target,sub_0806433c
0x08064358,0x24,thumb,bl-target,sub_08064358
0x0806437C,0x1C,thumb,bl-target,sub_0806437c
0x08064398,0xA,thumb,bl-target,sub_08064398
0x080643A2,0x1A,thumb,bl-target,sub_080643a2
0x080643BC,0x80,thumb,bl-target,sub_080643bc
0x0806443C,0x24,thumb,bl-target,sub_0806443c
0x08064460,0x60,thumb,bl-target,sub_08064460
0x080644C0,0x7C,thumb,bl-target,sub_080644c0
0x0806453C,0x68,thumb,bl-target,sub_0806453c
0x080645A4,0xDC,thumb,bl-target,sub_080645a4
0x08064680,0xD8,thumb,bl-target,sub_08064680
0x08064758,0xA4,thumb,bl-target,sub_08064758
0x080647FC,0xA4,thumb,bl-target,sub_080647fc
0x080648A0,0x9C,thumb,bl-target,sub_080648a0
0x0806493C,0x34,thumb,bl-target,sub_0806493c
0x08064970,0x14,thumb,bl-target,sub_08064970
0x08064984,0x30,thumb,bl-target,sub_08064984
0x080649B4,0x84,thumb,bl-target,sub_080649b4
0x08064A38,0x28,thumb,bl-target,sub_08064a38
0x08064A60,0x18,thumb,bl-target,sub_08064a60
0x08064A78,0xB0,thumb,bl-target,sub_08064a78
0x08064B28,0x34,thumb,bl-target,sub_08064b28
0x08064B5C,0x4C,thumb,bl-target,sub_08064b5c
0x08064BA8,0x24,thumb,bl-target,sub_08064ba8
0x08064BCC,0x50,thumb,bl-target,sub_08064bcc
0x08064C1C,0xC0,thumb,bl-target,sub_08064c1c
0x08064CDC,0x58,thumb,bl-target,sub_08064cdc
0x08064D34,0x38,thumb,bl-target,sub_08064d34
0x08064D6C,0x30,thumb,bl-target,sub_08064d6c
0x08064D9C,0xC0,thumb,bl-target,sub_08064d9c
0x08064E5C,0x34,thumb,bl-target,sub_08064e5c
0x08064E90,0x28,thumb,bl-target,sub_08064e90
0x08064EB8,0x70,thumb,bl-target,sub_08064eb8
0x08064F28,0x9C,thumb,bl-target,sub_08064f28
0x08064FC4,0x98,thumb,bl-target,sub_08064fc4
0x0806505C,0xA4,thumb,bl-target,sub_0806505c
0x08065100,0x60,thumb,bl-target,sub_08065100
0x08065160,0x54,thumb,bl-target,sub_08065160
0x080651B4,0x88,thumb,rom-pointer,sub_080651b4
0x0806523C,0x8C,thumb,bl-target+rom-pointer,sub_0806523c
0x080652C8,0x88,thumb,rom-pointer,sub_080652c8
0x08065350,0x9C,thumb,rom-pointer,sub_08065350
0x080653EC,0x4C,thumb,rom-pointer,sub_080653ec
0x08065438,0x38,thumb,rom-pointer,sub_08065438
0x08065470,0xEC,thumb,bl-target,sub_08065470
0x0806555C,0xE4,thumb,bl-target,sub_0806555c
0x08065640,0x74,thumb,rom-pointer,sub_08065640
0x080656B4,0x78,thumb,rom-pointer,sub_080656b4
0x0806572C,0x34,thumb,rom-pointer,sub_0806572c
0x08065760,0x44,thumb,bl-target,sub_08065760
0x080657A4,0x28,thumb,bl-target,sub_080657a4
0x080657CC,0x2C,thumb,bl-target,sub_080657cc
0x080657F8,0x50,thumb,bl-target,sub_080657f8
0x08065848,0x70,thumb,bl-target,sub_08065848
0x080658B8,0x20,thumb,rom-pointer,sub_080658b8
0x080658D8,0xDC,thumb,rom-pointer,sub_080658d8
0x080659B4,0xB4,thumb,rom-pointer,sub_080659b4
0x08065A68,0xAC,thumb,rom-pointer,sub_08065a68
0x08065B14,0x100,thumb,rom-pointer,sub_08065b14
0x08065C14,0xCC,thumb,rom-pointer,sub_08065c14
0x08065CE0,0x64,thumb,bl-target,sub_08065ce0
0x08065D44,0x78,thumb,bl-target,sub_08065d44
0x08065DBC,0x14,thumb,bl-target,sub_08065dbc
0x08065DD0,0x2C,thumb,bl-target,sub_08065dd0
0x08065DFC,0x20,thumb,bl-target,sub_08065dfc
0x08065E1C,0x50,thumb,bl-target,sub_08065e1c
0x08065E6C,0x64,thumb,bl-target,sub_08065e6c
0x08065ED0,0x5C,thumb,bl-target,sub_08065ed0
0x08065F2C,0x30,thumb,bl-target,sub_08065f2c
0x08065F5C,0x18,thumb,bl-target,sub_08065f5c
0x08065F74,0xA8,thumb,bl-target,sub_08065f74
0x0806601C,0x6C,thumb,bl-target,sub_0806601c
0x08066088,0xBC,thumb,bl-target,sub_08066088
0x08066144,0x58,thumb,bl-target,sub_08066144
0x0806619C,0x80,thumb,bl-target,sub_0806619c
0x0806621C,0x60,thumb,bl-target,sub_0806621c
0x0806627C,0x5C,thumb,bl-target,sub_0806627c
0x080662D8,0x60,thumb,rom-pointer,sub_080662d8
