vma,size,isa,evidence,name
0x08082FB4,0x28,thumb,rom-pointer,sub_08082fb4
0x08082FDC,0x44,thumb,rom-pointer,sub_08082fdc
0x08083020,0x2B0,thumb,rom-pointer,sub_08083020
0x080832D0,0x3C,thumb,rom-pointer,sub_080832d0
0x0808330C,0x64,thumb,rom-pointer,sub_0808330c
0x08083370,0x90,thumb,rom-pointer,sub_08083370
0x08083400,0x28,thumb,rom-pointer,sub_08083400
0x08083428,0x60,thumb,rom-pointer,sub_08083428
0x08083488,0x18C,thumb,rom-pointer,sub_08083488
0x08083614,0x188,thumb,rom-pointer,sub_08083614
0x0808379C,0x34,thumb,rom-pointer,sub_0808379c
0x080837D0,0xEC,thumb,rom-pointer,sub_080837d0
0x080838BC,0xD0,thumb,rom-pointer,sub_080838bc
0x0808398C,0x60,thumb,rom-pointer,sub_0808398c
0x080839EC,0x24,thumb,rom-pointer,sub_080839ec
0x08083A10,0x34,thumb,rom-pointer,sub_08083a10
0x08083A44,0x4,thumb,rom-pointer,sub_08083a44
0x08083A48,0x8C,thumb,bl-target,sub_08083a48
0x08083AD4,0xE8,thumb,bl-target,sub_08083ad4
0x08083BBC,0xFC,thumb,bl-target,sub_08083bbc
0x08083CB8,0x70,thumb,bl-target,sub_08083cb8
0x08083D28,0xD4,thumb,bl-target,sub_08083d28
0x08083DFC,0x60,thumb,bl-target,sub_08083dfc
0x08083E5C,0x10,thumb,rom-pointer,sub_08083e5c
0x08083E6C,0x48,thumb,rom-pointer,sub_08083e6c
0x08083EB4,0x50,thumb,rom-pointer,sub_08083eb4
0x08083F04,0x44,thumb,rom-pointer,sub_08083f04
0x08083F48,0x74,thumb,rom-pointer,sub_08083f48
0x08083FBC,0x94,thumb,rom-pointer,sub_08083fbc
0x08084050,0x54,thumb,rom-pointer,sub_08084050
0x080840A4,0x4C,thumb,rom-pointer,sub_080840a4
0x080840F0,0x24,thumb,rom-pointer,sub_080840f0
0x08084114,0x134,thumb,rom-pointer,sub_08084114
0x08084248,0x4,thumb,rom-pointer,sub_08084248
0x0808424C,0x6C,thumb,rom-pointer,sub_0808424c
0x080842B8,0x50,thumb,rom-pointer,sub_080842b8
0x08084308,0xF0,thumb,rom-pointer,sub_08084308
0x080843F8,0x4,thumb,rom-pointer,sub_080843f8
0x080843FC,0x88,thumb,rom-pointer,sub_080843fc
0x08084484,0x40,thumb,rom-pointer,sub_08084484
0x080844C4,0x34,thumb,rom-pointer,sub_080844c4
0x080844F8,0x24,thumb,rom-pointer,sub_080844f8
0x0808451C,0x98,thumb,rom-pointer,sub_0808451c
0x080845B4,0x110,thumb,rom-pointer,sub_080845b4
0x080846C4,0x30,thumb,rom-pointer,sub_080846c4
0x080846F4,0x104,thumb,rom-pointer,sub_080846f4
0x080847F8,0x4,thumb,rom-pointer,sub_080847f8
0x080847FC,0x58,thumb,rom-pointer,sub_080847fc
0x08084854,0x28,thumb,rom-pointer,sub_08084854
0x0808487C,0x68,thumb,rom-pointer,sub_0808487c
0x080848E4,0x7C,thumb,rom-pointer,sub_080848e4
0x08084960,0x54,thumb,rom-pointer,sub_08084960
0x080849B4,0x28,thumb,rom-pointer,sub_080849b4
0x080849DC,0x98,thumb,rom-pointer,sub_080849dc
0x08084A74,0x74,thumb,rom-pointer,sub_08084a74
0x08084AE8,0x14,thumb,rom-pointer,sub_08084ae8
0x08084AFC,0x80,thumb,rom-pointer,sub_08084afc
0x08084B7C,0x44,thumb,rom-pointer,sub_08084b7c
0x08084BC0,0x4C,thumb,rom-pointer,sub_08084bc0
0x08084C0C,0x50,thumb,rom-pointer,sub_08084c0c
0x08084C5C,0x28,thumb,rom-pointer,sub_08084c5c
0x08084C84,0x34,thumb,bl-target,sub_08084c84
0x08084CB8,0x1C,thumb,rom-pointer,sub_08084cb8
0x08084CD4,0x40,thumb,rom-pointer,sub_08084cd4
0x08084D14,0x58,thumb,rom-pointer,sub_08084d14
0x08084D6C,0x24,thumb,rom-pointer,sub_08084d6c
0x08084D90,0x30,thumb,rom-pointer,sub_08084d90
0x08084DC0,0xB4,thumb,rom-pointer,sub_08084dc0
0x08084E74,0x28,thumb,rom-pointer,sub_08084e74
0x08084E9C,0xB4,thumb,rom-pointer,sub_08084e9c
0x08084F50,0x28,thumb,rom-pointer,sub_08084f50
0x08084F78,0x1E0,thumb,rom-pointer,sub_08084f78
0x08085158,0x28,thumb,rom-pointer,sub_08085158
0x08085180,0xF4,thumb,rom-pointer,sub_08085180
0x08085274,0x28,thumb,rom-pointer,sub_08085274
0x0808529C,0x2C,thumb,rom-pointer,sub_0808529c
0x080852C8,0x4,thumb,rom-pointer,sub_080852c8
0x080852CC,0xB0,thumb,rom-pointer,sub_080852cc
0x0808537C,0x14,thumb,rom-pointer,sub_0808537c
0x08085390,0x38,thumb,rom-pointer,sub_08085390
0x080853C8,0x3C,thumb,rom-pointer,sub_080853c8
0x08085404,0x28,thumb,rom-pointer,sub_08085404
0x0808542C,0x24,thumb,rom-pointer,sub_0808542c
0x08085450,0x48,thumb,rom-pointer,sub_08085450
0x08085498,0x38,thumb,rom-pointer,sub_08085498
0x080854D0,0x30,thumb,rom-pointer,sub_080854d0
0x08085500,0x30,thumb,rom-pointer,sub_08085500
0x08085530,0xD8,thumb,rom-pointer,sub_08085530
0x08085608,0x58,thumb,rom-pointer,sub_08085608
0x08085660,0x7C,thumb,rom-pointer,sub_08085660
0x080856DC,0x4,thumb,rom-pointer,sub_080856dc
0x080856E0,0x14C,thumb,rom-pointer,sub_080856e0
0x0808582C,0x2C,thumb,rom-pointer,sub_0808582c
0x08085858,0x44,thumb,rom-pointer,sub_08085858
0x0808589C,0x30,thumb,rom-pointer,sub_0808589c
0x080858CC,0x30,thumb,rom-pointer,sub_080858cc
0x080858FC,0x9C,thumb,rom-pointer,sub_080858fc
0x08085998,0x6C,thumb,rom-pointer,sub_08085998
0x08085A04,0x7C,thumb,rom-pointer,sub_08085a04
0x08085A80,0x4,thumb,rom-pointer,sub_08085a80
0x08085A84,0x134,thumb,rom-pointer,sub_08085a84
0x08085BB8,0x2C,thumb,rom-pointer,sub_08085bb8
0x08085BE4,0x2C,thumb,rom-pointer,sub_08085be4
0x08085C10,0x1C,thumb,rom-pointer,sub_08085c10
0x08085C2C,0x98,thumb,rom-pointer,sub_08085c2c
0x08085CC4,0x14,thumb,rom-pointer,sub_08085cc4
0x08085CD8,0x188,thumb,rom-pointer,sub_08085cd8
0x08085E60,0x14,thumb,rom-pointer,sub_08085e60
0x08085E74,0x7C,thumb,rom-pointer,sub_08085e74
0x08085EF0,0xB0,thumb,rom-pointer,sub_08085ef0
0x08085FA0,0x84,thumb,rom-pointer,sub_08085fa0
0x08086024,0x48,thumb,rom-pointer,sub_08086024
0x0808606C,0x24,thumb,rom-pointer,sub_0808606c
0x08086090,0x48,thumb,rom-pointer,sub_08086090
0x080860D8,0x20,thumb,rom-pointer,sub_080860d8
0x080860F8,0x54,thumb,rom-pointer,sub_080860f8
0x0808614C,0x24,thumb,rom-pointer,sub_0808614c
0x08086170,0x15C,thumb,rom-pointer,sub_08086170
0x080862CC,0x54,thumb,rom-pointer,sub_080862cc
0x08086320,0x24,thumb,rom-pointer,sub_08086320
0x08086344,0x100,thumb,rom-pointer,sub_08086344
0x08086444,0xA8,thumb,rom-pointer,sub_08086444
0x080864EC,0xB0,thumb,rom-pointer,sub_080864ec
0x0808659C,0x24,thumb,rom-pointer,sub_0808659c
0x080865C0,0x1F8,thumb,rom-pointer,sub_080865c0
0x080867B8,0x6C,thumb,rom-pointer,sub_080867b8
0x08086824,0xB8,thumb,rom-pointer,sub_08086824
0x080868DC,0xA8,thumb,rom-pointer,sub_080868dc
0x08086984,0x34,thumb,rom-pointer,sub_08086984
0x080869B8,0x38,thumb,rom-pointer,sub_080869b8
0x080869F0,0x54,thumb,rom-pointer,sub_080869f0
0x08086A44,0x24,thumb,rom-pointer,sub_08086a44
0x08086A68,0x100,thumb,rom-pointer,sub_08086a68
0x08086B68,0x58,thumb,rom-pointer,sub_08086b68
0x08086BC0,0x30,thumb,rom-pointer,sub_08086bc0
0x08086BF0,0x24,thumb,rom-pointer,sub_08086bf0
0x08086C14,0x48,thumb,rom-pointer,sub_08086c14
0x08086C5C,0x70,thumb,rom-pointer,sub_08086c5c
0x08086CCC,0x4C,thumb,rom-pointer,sub_08086ccc
0x08086D18,0x8C,thumb,rom-pointer,sub_08086d18
0x08086DA4,0x4C,thumb,rom-pointer,sub_08086da4
0x08086DF0,0xD8,thumb,rom-pointer,sub_08086df0
0x08086EC8,0x34,thumb,rom-pointer,sub_08086ec8
0x08086EFC,0x44,thumb,rom-pointer,sub_08086efc
0x08086F40,0x14,thumb,rom-pointer,sub_08086f40
0x08086F54,0xAC,thumb,bl-target,sub_08086f54
0x08087000,0x6,thumb,rom-pointer,sub_08087000
0x08087006,0x56,thumb,rom-pointer,sub_08087006
0x0808705C,0x48,thumb,rom-pointer,sub_0808705c
0x080870A4,0x20,thumb,rom-pointer,sub_080870a4
0x080870C4,0x54,thumb,rom-pointer,sub_080870c4
0x08087118,0x24,thumb,rom-pointer,sub_08087118
0x0808713C,0x12C,thumb,rom-pointer,sub_0808713c
0x08087268,0x54,thumb,rom-pointer,sub_08087268
0x080872BC,0x24,thumb,rom-pointer,sub_080872bc
0x080872E0,0xD0,thumb,rom-pointer,sub_080872e0
0x080873B0,0xA8,thumb,rom-pointer,sub_080873b0
0x08087458,0xB0,thumb,rom-pointer,sub_08087458
0x08087508,0x24,thumb,rom-pointer,sub_08087508
0x0808752C,0x1F8,thumb,rom-pointer,sub_0808752c
0x08087724,0x6C,thumb,rom-pointer,sub_08087724
0x08087790,0xB8,thumb,rom-pointer,sub_08087790
0x08087848,0xA8,thumb,rom-pointer,sub_08087848
0x080878F0,0x34,thumb,rom-pointer,sub_080878f0
0x08087924,0x38,thumb,rom-pointer,sub_08087924
0x0808795C,0x54,thumb,rom-pointer,sub_0808795c
0x080879B0,0x24,thumb,rom-pointer,sub_080879b0
0x080879D4,0xC4,thumb,rom-pointer,sub_080879d4
0x08087A98,0x58,thumb,rom-pointer,sub_08087a98
0x08087AF0,0x30,thumb,rom-pointer,sub_08087af0
0x08087B20,0x24,thumb,rom-pointer,sub_08087b20
0x08087B44,0x48,thumb,rom-pointer,sub_08087b44
0x08087B8C,0x70,thumb,rom-pointer,sub_08087b8c
0x08087BFC,0x4C,thumb,rom-pointer,sub_08087bfc
0x08087C48,0x8C,thumb,rom-pointer,sub_08087c48
0x08087CD4,0x4C,thumb,rom-pointer,sub_08087cd4
0x08087D20,0xD8,thumb,rom-pointer,sub_08087d20
0x08087DF8,0x34,thumb,rom-pointer,sub_08087df8
0x08087E2C,0x34,thumb,rom-pointer,sub_08087e2c
0x08087E60,0x24,thumb,rom-pointer,sub_08087e60
0x08087E84,0x30,thumb,rom-pointer,sub_08087e84
0x08087EB4,0x3C,thumb,rom-pointer,sub_08087eb4
0x08087EF0,0x28,thumb,rom-pointer,sub_08087ef0
0x08087F18,0x70,thumb,rom-pointer,sub_08087f18
0x08087F88,0x4,thumb,rom-pointer,sub_08087f88
0x08087F8C,0x3C,thumb,rom-pointer,sub_08087f8c
0x08087FC8,0x4,thumb,rom-pointer,sub_08087fc8
0x08087FCC,0x34,thumb,rom-pointer,sub_08087fcc
0x08088000,0x24,thumb,rom-pointer,sub_08088000
0x08088024,0x30,thumb,rom-pointer,sub_08088024
0x08088054,0xA8,thumb,rom-pointer,sub_08088054
0x080880FC,0xA4,thumb,rom-pointer,sub_080880fc
0x080881A0,0x40,thumb,rom-pointer,sub_080881a0
0x080881E0,0x4,thumb,rom-pointer,sub_080881e0
0x080881E4,0x24,thumb,rom-pointer,sub_080881e4
0x08088208,0x28,thumb,rom-pointer,sub_08088208
0x08088230,0x24,thumb,rom-pointer,sub_08088230
0x08088254,0x28,thumb,rom-pointer,sub_08088254
0x0808827C,0x74,thumb,rom-pointer,sub_0808827c
0x080882F0,0x30,thumb,rom-pointer,sub_080882f0
0x08088320,0x3C,thumb,rom-pointer,sub_08088320
0x0808835C,0x4,thumb,rom-pointer,sub_0808835c
0x08088360,0x58,thumb,rom-pointer,sub_08088360
0x080883B8,0x24,thumb,rom-pointer,sub_080883b8
0x080883DC,0x9C,thumb,rom-pointer,sub_080883dc
0x08088478,0x20,thumb,rom-pointer,sub_08088478
0x08088498,0x38,thumb,rom-pointer,sub_08088498
0x080884D0,0x14,thumb,rom-pointer,sub_080884d0
0x080884E4,0x5C,thumb,rom-pointer,sub_080884e4
0x08088540,0x50,thumb,rom-pointer,sub_08088540
0x08088590,0x30,thumb,rom-pointer,sub_08088590
0x080885C0,0x50,thumb,rom-pointer,sub_080885c0
0x08088610,0x48,thumb,rom-pointer,sub_08088610
0x08088658,0x5C,thumb,rom-pointer,sub_08088658
0x080886B4,0x24,thumb,rom-pointer,sub_080886b4
0x080886D8,0x30,thumb,rom-pointer,sub_080886d8
0x08088708,0x98,thumb,rom-pointer,sub_08088708
0x080887A0,0x6C,thumb,rom-pointer,sub_080887a0
0x0808880C,0x94,thumb,rom-pointer,sub_0808880c
0x080888A0,0x28,thumb,rom-pointer,sub_080888a0
0x080888C8,0x58,thumb,rom-pointer,sub_080888c8
0x08088920,0x28,thumb,rom-pointer,sub_08088920
0x08088948,0x80,thumb,rom-pointer,sub_08088948
0x080889C8,0x4,thumb,rom-pointer,sub_080889c8
0x080889CC,0x70,thumb,rom-pointer,sub_080889cc
0x08088A3C,0x28,thumb,rom-pointer,sub_08088a3c
0x08088A64,0x88,thumb,rom-pointer,sub_08088a64
0x08088AEC,0x24,thumb,rom-pointer,sub_08088aec
0x08088B10,0x48,thumb,rom-pointer,sub_08088b10
0x08088B58,0x40,thumb,rom-pointer,sub_08088b58
0x08088B98,0x40,thumb,rom-pointer,sub_08088b98
0x08088BD8,0xC8,thumb,rom-pointer,sub_08088bd8
0x08088CA0,0x4,thumb,rom-pointer,sub_08088ca0
0x08088CA4,0x40,thumb,rom-pointer,sub_08088ca4
0x08088CE4,0x4,thumb,rom-pointer,sub_08088ce4
0x08088CE8,0x70,thumb,rom-pointer,sub_08088ce8
0x08088D58,0x24,thumb,rom-pointer,sub_08088d58
0x08088D7C,0x30,thumb,rom-pointer,sub_08088d7c
0x08088DAC,0xCC,thumb,rom-pointer,sub_08088dac
0x08088E78,0x2C,thumb,rom-pointer,sub_08088e78
0x08088EA4,0x30,thumb,rom-pointer,sub_08088ea4
0x08088ED4,0x28,thumb,rom-pointer,sub_08088ed4
0x08088EFC,0x28,thumb,rom-pointer,sub_08088efc
0x08088F24,0x28,thumb,rom-pointer,sub_08088f24
0x08088F4C,0x60,thumb,rom-pointer,sub_08088f4c
0x08088FAC,0x14,thumb,rom-pointer,sub_08088fac
0x08088FC0,0x64,thumb,rom-pointer,sub_08088fc0
0x08089024,0x40,thumb,rom-pointer,sub_08089024
0x08089064,0x70,thumb,rom-pointer,sub_08089064
0x080890D4,0x4C,thumb,rom-pointer,sub_080890d4
0x08089120,0x1C,thumb,rom-pointer,sub_08089120
0x0808913C,0x44,thumb,rom-pointer,sub_0808913c
0x08089180,0x40,thumb,rom-pointer,sub_08089180
0x080891C0,0x38,thumb,rom-pointer,sub_080891c0
0x080891F8,0x24,thumb,rom-pointer,sub_080891f8
0x0808921C,0x30,thumb,rom-pointer,sub_0808921c
0x0808924C,0xE4,thumb,rom-pointer,sub_0808924c
0x08089330,0x4,thumb,rom-pointer,sub_08089330
0x08089334,0x128,thumb,rom-pointer,sub_08089334
0x0808945C,0x4,thumb,rom-pointer,sub_0808945c
0x08089460,0xE4,thumb,rom-pointer,sub_08089460
0x08089544,0x80,thumb,rom-pointer,sub_08089544
0x080895C4,0x28,thumb,rom-pointer,sub_080895c4
0x080895EC,0x90,thumb,rom-pointer,sub_080895ec
0x0808967C,0x4,thumb,rom-pointer,sub_0808967c
0x08089680,0x5C,thumb,rom-pointer,sub_08089680
0x080896DC,0x10,thumb,rom-pointer,sub_080896dc
0x080896EC,0x40,thumb,rom-pointer,sub_080896ec
0x0808972C,0x40,thumb,rom-pointer,sub_0808972c
0x0808976C,0x20,thumb,rom-pointer,sub_0808976c
0x0808978C,0x44,thumb,rom-pointer,sub_0808978c
0x080897D0,0x38,thumb,rom-pointer,sub_080897d0
0x08089808,0x40,thumb,bl-target,sub_08089808
0x08089848,0x40,thumb,rom-pointer,sub_08089848
0x08089888,0x30,thumb,rom-pointer,sub_08089888
0x080898B8,0x24,thumb,rom-pointer,sub_080898b8
0x080898DC,0x30,thumb,rom-pointer,sub_080898dc
0x0808990C,0xC8,thumb,rom-pointer,sub_0808990c
0x080899D4,0x28,thumb,rom-pointer,sub_080899d4
0x080899FC,0xB0,thumb,rom-pointer,sub_080899fc
0x08089AAC,0x28,thumb,rom-pointer,sub_08089aac
0x08089AD4,0x70,thumb,rom-pointer,sub_08089ad4
0x08089B44,0x98,thumb,rom-pointer,sub_08089b44
0x08089BDC,0x14,thumb,rom-pointer,sub_08089bdc
0x08089BF0,0x40,thumb,rom-pointer,sub_08089bf0
0x08089C30,0x28,thumb,rom-pointer,sub_08089c30
0x08089C58,0x40,thumb,rom-pointer,sub_08089c58
0x08089C98,0x88,thumb,rom-pointer,sub_08089c98
0x08089D20,0x24,thumb,rom-pointer,sub_08089d20
0x08089D44,0x64,thumb,rom-pointer,sub_08089d44
0x08089DA8,0xF8,thumb,rom-pointer,sub_08089da8
0x08089EA0,0x28,thumb,rom-pointer,sub_08089ea0
0x08089EC8,0x158,thumb,rom-pointer,sub_08089ec8
0x0808A020,0x28,thumb,rom-pointer,sub_0808a020
0x0808A048,0x60,thumb,rom-pointer,sub_0808a048
0x0808A0A8,0x4,thumb,rom-pointer,sub_0808a0a8
0x0808A0AC,0x60,thumb,rom-pointer,sub_0808a0ac
0x0808A10C,0x4,thumb,rom-pointer,sub_0808a10c
0x0808A110,0xC0,thumb,rom-pointer,sub_0808a110
0x0808A1D0,0x34,thumb,rom-pointer,sub_0808a1d0
0x0808A204,0x6C,thumb,rom-pointer,sub_0808a204
0x0808A270,0x28,thumb,rom-pointer,sub_0808a270
0x0808A298,0xD4,thumb,rom-pointer,sub_0808a298
0x0808A36C,0x58,thumb,rom-pointer,sub_0808a36c
0x0808A3C4,0xB4,thumb,rom-pointer,sub_0808a3c4
0x0808A478,0x58,thumb,rom-pointer,sub_0808a478
0x0808A4D0,0xE8,thumb,rom-pointer,sub_0808a4d0
0x0808A5B8,0x58,thumb,rom-pointer,sub_0808a5b8
0x0808A610,0x100,thumb,rom-pointer,sub_0808a610
0x0808A710,0x58,thumb,rom-pointer,sub_0808a710
0x0808A768,0x3C,thumb,rom-pointer,sub_0808a768
0x0808A7A4,0x4,thumb,rom-pointer,sub_0808a7a4
0x0808A7A8,0x38,thumb,rom-pointer,sub_0808a7a8
0x0808A7E0,0x14,thumb,rom-pointer,sub_0808a7e0
0x0808A7F4,0x58,thumb,bl-target,sub_0808a7f4
0x0808A84C,0x34,thumb,bl-target,sub_0808a84c
0x0808A880,0x54,thumb,bl-target,sub_0808a880
0x0808A8D4,0x90,thumb,rom-pointer,sub_0808a8d4
0x0808A964,0x44,thumb,rom-pointer,sub_0808a964
0x0808A9A8,0x30,thumb,rom-pointer,sub_0808a9a8
0x0808A9D8,0x90,thumb,rom-pointer,sub_0808a9d8
0x0808AA68,0x70,thumb,rom-pointer,sub_0808aa68
0x0808AAD8,0x3C,thumb,rom-pointer,sub_0808aad8
0x0808AB14,0x24,thumb,rom-pointer,sub_0808ab14
0x0808AB38,0x38,thumb,rom-pointer,sub_0808ab38
0x0808AB70,0x84,thumb,rom-pointer,sub_0808ab70
0x0808ABF4,0xE8,thumb,rom-pointer,sub_0808abf4
0x0808ACDC,0x44,thumb,rom-pointer,sub_0808acdc
0x0808AD20,0xCC,thumb,rom-pointer,sub_0808ad20
0x0808ADEC,0x38,thumb,rom-pointer,sub_0808adec
0x0808AE24,0x24,thumb,rom-pointer,sub_0808ae24
0x0808AE48,0x38,thumb,rom-pointer,sub_0808ae48
0x0808AE80,0x6C,thumb,rom-pointer,sub_0808ae80
0x0808AEEC,0x48,thumb,rom-pointer,sub_0808aeec
0x0808AF34,0x78,thumb,rom-pointer,sub_0808af34
0x0808AFAC,0x24,thumb,rom-pointer,sub_0808afac
0x0808AFD0,0x38,thumb,rom-pointer,sub_0808afd0
0x0808B008,0x8C,thumb,rom-pointer,sub_0808b008
0x0808B094,0x8C,thumb,rom-pointer,sub_0808b094
0x0808B120,0x88,thumb,rom-pointer,sub_0808b120
0x0808B1A8,0x28,thumb,rom-pointer,sub_0808b1a8
0x0808B1D0,0x40,thumb,rom-pointer,sub_0808b1d0
0x0808B210,0x24,thumb,rom-pointer,sub_0808b210
0x0808B234,0x58,thumb,rom-pointer,sub_0808b234
0x0808B28C,0x70,thumb,rom-pointer,sub_0808b28c
0x0808B2FC,0x6C,thumb,rom-pointer,sub_0808b2fc
0x0808B368,0x100,thumb,rom-pointer,sub_0808b368
0x0808B468,0x68,thumb,rom-pointer,sub_0808b468
0x0808B4D0,0xE4,thumb,bl-target,sub_0808b4d0
0x0808B5B4,0x9C,thumb,bl-target+rom-pointer,sub_0808b5b4
0x0808B650,0xB4,thumb,bl-target,sub_0808b650
0x0808B704,0x98,thumb,bl-target,sub_0808b704
0x0808B79C,0x94,thumb,bl-target,sub_0808b79c
0x0808B830,0x94,thumb,bl-target,sub_0808b830
0x0808B8C4,0xD8,thumb,rom-pointer,sub_0808b8c4
0x0808B99C,0x34,thumb,bl-target,sub_0808b99c
0x0808B9D0,0x154,thumb,rom-pointer,sub_0808b9d0
0x0808BB24,0x38,thumb,bl-target+rom-pointer,sub_0808bb24
0x0808BB5C,0x14,thumb,rom-pointer,sub_0808bb5c
0x0808BB70,0xA8,thumb,rom-pointer,sub_0808bb70
0x0808BC18,0x48,thumb,rom-pointer,sub_0808bc18
0x0808BC60,0xA4,thumb,rom-pointer,sub_0808bc60
0x0808BD04,0xB0,thumb,rom-pointer,sub_0808bd04
0x0808BDB4,0x40,thumb,rom-pointer,sub_0808bdb4
0x0808BDF4,0x48,thumb,rom-pointer,sub_0808bdf4
0x0808BE3C,0x1C,thumb,rom-pointer,sub_0808be3c
0x0808BE58,0x48,thumb,rom-pointer,sub_0808be58
0x0808BEA0,0x7C,thumb,rom-pointer,sub_0808bea0
0x0808BF1C,0xA8,thumb,rom-pointer,sub_0808bf1c
0x0808BFC4,0x40,thumb,rom-pointer,sub_0808bfc4
0x0808C004,0x28,thumb,rom-pointer,sub_0808c004
0x0808C02C,0xD0,thumb,rom-pointer,sub_0808c02c
0x0808C0FC,0xD4,thumb,rom-pointer,sub_0808c0fc
0x0808C1D0,0x90,thumb,rom-pointer,sub_0808c1d0
0x0808C260,0xCC,thumb,rom-pointer,sub_0808c260
0x0808C32C,0xBC,thumb,rom-pointer,sub_0808c32c
0x0808C3E8,0x90,thumb,rom-pointer,sub_0808c3e8
0x0808C478,0x44,thumb,rom-pointer,sub_0808c478
0x0808C4BC,0x28,thumb,rom-pointer,sub_0808c4bc
0x0808C4E4,0x54,thumb,rom-pointer,sub_0808c4e4
0x0808C538,0x4,thumb,rom-pointer,sub_0808c538
0x0808C53C,0xAC,thumb,rom-pointer,sub_0808c53c
0x0808C5E8,0x28,thumb,rom-pointer,sub_0808c5e8
0x0808C610,0x74,thumb,rom-pointer,sub_0808c610
0x0808C684,0x28,thumb,rom-pointer,sub_0808c684
0x0808C6AC,0x5C,thumb,rom-pointer,sub_0808c6ac
0x0808C708,0x14,thumb,rom-pointer,sub_0808c708
0x0808C71C,0x30,thumb,rom-pointer,sub_0808c71c
0x0808C74C,0x30,thumb,rom-pointer,sub_0808c74c
0x0808C77C,0x20,thumb,rom-pointer,sub_0808c77c
0x0808C79C,0x50,thumb,rom-pointer,sub_0808c79c
0x0808C7EC,0x40,thumb,rom-pointer,sub_0808c7ec
0x0808C82C,0x90,thumb,bl-target,sub_0808c82c
0x0808C8BC,0x78,thumb,bl-target,sub_0808c8bc
0x0808C934,0x4C,thumb,bl-target,sub_0808c934
0x0808C980,0x80,thumb,bl-target,sub_0808c980
0x0808CA00,0xB8,thumb,bl-target,sub_0808ca00
0x0808CAB8,0xB8,thumb,bl-target,sub_0808cab8
0x0808CB70,0xA4,thumb,rom-pointer,sub_0808cb70
0x0808CC14,0xD4,thumb,rom-pointer,sub_0808cc14
0x0808CCE8,0x304,thumb,rom-pointer,sub_0808cce8
0x0808CFEC,0x28,thumb,bl-target,sub_0808cfec
0x0808D014,0xEC,thumb,rom-pointer,sub_0808d014
0x0808D100,0x30,thumb,rom-pointer,sub_0808d100
0x0808D130,0x18,thumb,rom-pointer,sub_0808d130
0x0808D148,0x88,thumb,rom-pointer,sub_0808d148
0x0808D1D0,0x30,thumb,rom-pointer,sub_0808d1d0
0x0808D200,0x18,thumb,rom-pointer,sub_0808d200
0x0808D218,0x90,thumb,rom-pointer,sub_0808d218
0x0808D2A8,0x10,thumb,rom-pointer,sub_0808d2a8
0x0808D2B8,0x4C,thumb,rom-pointer,sub_0808d2b8
0x0808D304,0x50,thumb,rom-pointer,sub_0808d304
0x0808D354,0x10,thumb,rom-pointer,sub_0808d354
0x0808D364,0x80,thumb,bl-target,sub_0808d364
0x0808D3E4,0x7C,thumb,bl-target,sub_0808d3e4
0x0808D460,0x34,thumb,bl-target,sub_0808d460
0x0808D494,0x14,thumb,bl-target,sub_0808d494
0x0808D4A8,0x14,thumb,bl-target,sub_0808d4a8
0x0808D4BC,0x14,thumb,bl-target,sub_0808d4bc
0x0808D4D0,0x18,thumb,bl-target,sub_0808d4d0
0x0808D4E8,0x70,thumb,rom-pointer,sub_0808d4e8
0x0808D558,0x34,thumb,rom-pointer,sub_0808d558
0x0808D58C,0x98,thumb,rom-pointer,sub_0808d58c
0x0808D624,0x1C,thumb,rom-pointer,sub_0808d624
0x0808D640,0x124,thumb,rom-pointer,sub_0808d640
0x0808D764,0x2C,thumb,rom-pointer,sub_0808d764
0x0808D790,0x1A8,thumb,rom-pointer,sub_0808d790
0x0808D938,0x2C,thumb,rom-pointer,sub_0808d938
0x0808D964,0x98,thumb,rom-pointer,sub_0808d964
0x0808D9FC,0x4,thumb,rom-pointer,sub_0808d9fc
0x0808DA00,0x34,thumb,rom-pointer,sub_0808da00
0x0808DA34,0x98,thumb,rom-pointer,sub_0808da34
0x0808DACC,0x1C,thumb,rom-pointer,sub_0808dacc
0x0808DAE8,0x180,thumb,rom-pointer,sub_0808dae8
0x0808DC68,0x2C,thumb,rom-pointer,sub_0808dc68
0x0808DC94,0x1FC,thumb,rom-pointer,sub_0808dc94
0x0808DE90,0x2C,thumb,rom-pointer,sub_0808de90
0x0808DEBC,0x98,thumb,rom-pointer,sub_0808debc
0x0808DF54,0x4,thumb,rom-pointer,sub_0808df54
0x0808DF58,0x44,thumb,rom-pointer,sub_0808df58
0x0808DF9C,0x28,thumb,rom-pointer,sub_0808df9c
0x0808DFC4,0x1E,thumb,rom-pointer,sub_0808dfc4
0x0808DFE2,0x6E,thumb,bl-target,sub_0808dfe2
0x0808E050,0x4,thumb,rom-pointer,sub_0808e050
0x0808E054,0x1C,thumb,rom-pointer,sub_0808e054
0x0808E070,0x60,thumb,bl-target,sub_0808e070
0x0808E0D0,0xA4,thumb,bl-target,sub_0808e0d0
0x0808E174,0xE0,thumb,bl-target,sub_0808e174
0x0808E254,0x60,thumb,bl-target,sub_0808e254
0x0808E2B4,0x88,thumb,bl-target,sub_0808e2b4
0x0808E33C,0x30,thumb,bl-target,sub_0808e33c
0x0808E36C,0x3C,thumb,bl-target,sub_0808e36c
0x0808E3A8,0x5C,thumb,rom-pointer,sub_0808e3a8
0x0808E404,0x3C,thumb,rom-pointer,sub_0808e404
